ts,event_name,user_id,expected_in_matrix,observed,properties
2026-04-22T23:15:12.436Z,invite_cta_clicked,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:42.553Z,grant_claimed,bot-06,true,true,"{""viewport"":""desktop"",""wallet"":""BgmThQPZ6HtDeYiauwkw2GxMM9uM4aYZYYKb3WxCqa5v""}"
2026-04-22T23:15:52.794Z,feedback_opened,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:47.081Z,invite_page_viewed,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:13.878Z,invite_cta_clicked,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:44.019Z,grant_claimed,bot-07,true,true,"{""viewport"":""desktop"",""wallet"":""5YKB39iDsWoCkPGbj7PDD3yJsNYVHZafcnD3GTfbvLyw""}"
2026-04-22T23:15:53.602Z,feedback_opened,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:49.099Z,invite_page_viewed,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:11.521Z,invite_cta_clicked,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:41.667Z,grant_claimed,bot-08,true,true,"{""viewport"":""desktop"",""wallet"":""GxD5DAsj6gQ9A9EV6WxWjqo88w1rCXUsZdTFDyg29TYC""}"
2026-04-22T23:15:50.532Z,feedback_opened,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:50.809Z,invite_page_viewed,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:17.810Z,invite_cta_clicked,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:47.946Z,grant_claimed,bot-09,true,true,"{""viewport"":""desktop"",""wallet"":""3F5GSRmWV1hXyefJKkJv5GDz6PwXeFhTo18RjXVEFgdQ""}"
2026-04-22T23:15:57.424Z,feedback_opened,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:52.781Z,invite_page_viewed,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:18.001Z,invite_cta_clicked,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:48.137Z,grant_claimed,bot-10,true,true,"{""viewport"":""desktop"",""wallet"":""2wXCUj6erZK3i491qCENzwkRyJcQ1EAnxzjnNmenLc6x""}"
2026-04-22T23:15:57.382Z,feedback_opened,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:54.496Z,invite_page_viewed,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:18.491Z,invite_cta_clicked,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:48.604Z,grant_claimed,bot-11,true,true,"{""viewport"":""desktop"",""wallet"":""Fnwrc5nGVuDLjMzYat71VcDG3jJSMob9cTDa3Ccc6sAC""}"
2026-04-22T23:15:57.067Z,feedback_opened,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:56.712Z,invite_page_viewed,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:23.016Z,terms_expanded,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:23.067Z,invite_cta_clicked,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:53.190Z,grant_claimed,bot-12,true,true,"{""viewport"":""desktop"",""wallet"":""9MRVa6VFbFVXzXv9Eq9m4nzijYWv5sQ8nusvDd8eY2zD""}"
2026-04-22T23:15:57.529Z,feedback_opened,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:14:59.035Z,invite_page_viewed,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:38.449Z,invite_cta_clicked,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:16:08.579Z,grant_claimed,bot-13,true,true,"{""viewport"":""desktop"",""wallet"":""BtKsPE6WL8crbp7pu1kMEug3P4YFChP7sRmuu3PXUjsK""}"
2026-04-22T23:16:18.707Z,feedback_opened,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:01.047Z,invite_page_viewed,bot-14,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:15:38.935Z,invite_cta_clicked,bot-14,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:16:09.192Z,grant_claimed,bot-14,true,true,"{""viewport"":""mobile"",""wallet"":""JCPoZLs5WQeCk9Xy5P9VwX4LgvfZduZDN8irQPcKNGrr""}"
2026-04-22T23:16:18.046Z,feedback_opened,bot-14,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:15:02.605Z,invite_page_viewed,bot-15,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:27.653Z,invite_cta_clicked,bot-15,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:15:57.755Z,grant_claimed,bot-15,true,true,"{""viewport"":""desktop"",""wallet"":""ApYBrU6SUsre2suaeDpWKaGDoKtzgCfysjq1PVP7sw5b""}"
2026-04-22T23:16:13.491Z,feedback_opened,bot-15,true,true,"{""viewport"":""desktop""}"
