ts,event_name,user_id,expected_in_matrix,observed,properties
2026-04-22T23:00:17.340Z,feedback_opened,bot-04,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:14.194Z,invite_page_viewed,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T22:59:40.161Z,terms_expanded,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T22:59:40.250Z,invite_cta_clicked,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:00:10.508Z,grant_claimed,bot-05,true,true,"{""viewport"":""mobile"",""wallet"":""5MBDRGfoENA5ALUQVi3YkTSSi5Ea3tmbLDzD5zZLkBUA""}"
2026-04-22T23:00:20.899Z,feedback_opened,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T22:59:15.954Z,invite_page_viewed,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:54.589Z,terms_expanded,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:54.638Z,invite_cta_clicked,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:24.752Z,grant_claimed,bot-06,true,true,"{""viewport"":""desktop"",""wallet"":""BgmThQPZ6HtDeYiauwkw2GxMM9uM4aYZYYKb3WxCqa5v""}"
2026-04-22T23:00:54.258Z,feedback_opened,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:18.135Z,invite_page_viewed,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:53.942Z,invite_cta_clicked,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:24.055Z,grant_claimed,bot-07,true,true,"{""viewport"":""desktop"",""wallet"":""5YKB39iDsWoCkPGbj7PDD3yJsNYVHZafcnD3GTfbvLyw""}"
2026-04-22T23:00:53.474Z,feedback_opened,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:20.107Z,invite_page_viewed,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:20.952Z,invite_cta_clicked,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:51.077Z,grant_claimed,bot-08,true,true,"{""viewport"":""desktop"",""wallet"":""GxD5DAsj6gQ9A9EV6WxWjqo88w1rCXUsZdTFDyg29TYC""}"
2026-04-22T23:00:58.146Z,feedback_opened,bot-08,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:21.975Z,invite_page_viewed,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:21.705Z,invite_cta_clicked,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:51.860Z,grant_claimed,bot-09,true,true,"{""viewport"":""desktop"",""wallet"":""3F5GSRmWV1hXyefJKkJv5GDz6PwXeFhTo18RjXVEFgdQ""}"
2026-04-22T23:01:04.655Z,feedback_opened,bot-09,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:23.906Z,invite_page_viewed,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:21.087Z,invite_cta_clicked,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:51.247Z,grant_claimed,bot-10,true,true,"{""viewport"":""desktop"",""wallet"":""2wXCUj6erZK3i491qCENzwkRyJcQ1EAnxzjnNmenLc6x""}"
2026-04-22T23:01:00.152Z,feedback_opened,bot-10,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:26.000Z,invite_page_viewed,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:20.330Z,invite_cta_clicked,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:50.445Z,grant_claimed,bot-11,true,true,"{""viewport"":""desktop"",""wallet"":""Fnwrc5nGVuDLjMzYat71VcDG3jJSMob9cTDa3Ccc6sAC""}"
2026-04-22T23:00:58.831Z,feedback_opened,bot-11,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:28.109Z,invite_page_viewed,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:25.718Z,terms_expanded,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:25.765Z,invite_cta_clicked,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:55.878Z,grant_claimed,bot-12,true,true,"{""viewport"":""desktop"",""wallet"":""9MRVa6VFbFVXzXv9Eq9m4nzijYWv5sQ8nusvDd8eY2zD""}"
2026-04-22T23:01:04.666Z,feedback_opened,bot-12,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:30.128Z,invite_page_viewed,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:21.822Z,invite_cta_clicked,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:52.000Z,grant_claimed,bot-13,true,true,"{""viewport"":""desktop"",""wallet"":""BtKsPE6WL8crbp7pu1kMEug3P4YFChP7sRmuu3PXUjsK""}"
2026-04-22T23:01:02.936Z,feedback_opened,bot-13,true,true,"{""viewport"":""desktop""}"
2026-04-22T22:59:32.054Z,invite_page_viewed,bot-14,true,true,"{""viewport"":""mobile""}"
2026-04-22T22:59:33.917Z,invite_page_viewed,bot-15,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:00:52.265Z,invite_cta_clicked,bot-15,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:01:22.418Z,grant_claimed,bot-15,true,true,"{""viewport"":""desktop"",""wallet"":""ApYBrU6SUsre2suaeDpWKaGDoKtzgCfysjq1PVP7sw5b""}"
2026-04-22T23:01:30.545Z,feedback_opened,bot-15,true,true,"{""viewport"":""desktop""}"
