ts,event_name,user_id,expected_in_matrix,observed,properties
2026-04-22T23:22:57.701Z,invite_page_viewed,bot-01,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:18.747Z,invite_cta_clicked,bot-01,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:48.876Z,grant_claimed,bot-01,true,true,"{""viewport"":""desktop"",""wallet"":""FdNpiuJJHFnKqoneSYRDeDheV2xGhkoiT5y1CcexPndC""}"
2026-04-22T23:24:00.573Z,feedback_opened,bot-01,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:22:59.390Z,invite_page_viewed,bot-02,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:23.483Z,invite_cta_clicked,bot-02,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:53.593Z,grant_claimed,bot-02,true,true,"{""viewport"":""desktop"",""wallet"":""4XVAEJgfF8anFbb4316JptqvYTkPXkaTT3ow2ixi27Zb""}"
2026-04-22T23:24:03.460Z,feedback_opened,bot-02,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:01.330Z,invite_page_viewed,bot-03,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:24.119Z,invite_cta_clicked,bot-03,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:54.307Z,grant_claimed,bot-03,true,true,"{""viewport"":""mobile"",""wallet"":""7JovE5N424z23ch5bPA28e7U95MsTvwmaUUZYaJcWCVU""}"
2026-04-22T23:24:04.347Z,feedback_opened,bot-03,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:03.800Z,invite_page_viewed,bot-04,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:24.820Z,invite_cta_clicked,bot-04,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:54.951Z,grant_claimed,bot-04,true,true,"{""viewport"":""desktop"",""wallet"":""Ayqjm1VsCWXd2KUdjYbEoWwppNKKaxaoYsptt3Unte3v""}"
2026-04-22T23:24:00.592Z,feedback_opened,bot-04,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:05.227Z,invite_page_viewed,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:31.507Z,terms_expanded,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:31.579Z,invite_cta_clicked,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:24:01.889Z,grant_claimed,bot-05,true,true,"{""viewport"":""mobile"",""wallet"":""5MBDRGfoENA5ALUQVi3YkTSSi5Ea3tmbLDzD5zZLkBUA""}"
2026-04-22T23:24:11.941Z,feedback_opened,bot-05,true,true,"{""viewport"":""mobile""}"
2026-04-22T23:23:07.476Z,invite_page_viewed,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:32.924Z,terms_expanded,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:32.970Z,invite_cta_clicked,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:24:03.074Z,grant_claimed,bot-06,true,true,"{""viewport"":""desktop"",""wallet"":""BgmThQPZ6HtDeYiauwkw2GxMM9uM4aYZYYKb3WxCqa5v""}"
2026-04-22T23:24:10.948Z,feedback_opened,bot-06,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:09.185Z,invite_page_viewed,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:35.568Z,invite_cta_clicked,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:24:05.684Z,grant_claimed,bot-07,true,true,"{""viewport"":""desktop"",""wallet"":""5YKB39iDsWoCkPGbj7PDD3yJsNYVHZafcnD3GTfbvLyw""}"
2026-04-22T23:24:13.089Z,feedback_opened,bot-07,true,true,"{""viewport"":""desktop""}"
2026-04-22T23:23:11.202Z,invite_page_viewed,bot-08,true,true,"{""viewport"":""desktop""}"
