ts,event_name,user_id,expected_in_matrix,observed,properties
2026-04-20T23:34:01.685Z,grant_claimed,bot-08,true,true,"{""wallet"":""EpZkNCrpymntcKyNQjQGZcFskFoa4VJuLeRUArdyMHKB""}"
2026-04-20T23:34:01.685Z,invite_page_viewed,bot-08,true,true,
2026-04-20T23:34:01.685Z,invite_cta_clicked,bot-08,true,true,
2026-04-20T23:34:02.900Z,grant_claimed,bot-09,true,true,"{""wallet"":""4TQkPQBAwaLcFTsUgFeGXwq2GaAfQzzuw2WVoC1jK3pp""}"
2026-04-20T23:34:02.900Z,invite_page_viewed,bot-09,true,true,
2026-04-20T23:34:02.900Z,invite_cta_clicked,bot-09,true,true,
2026-04-20T23:34:04.001Z,grant_claimed,bot-10,true,true,"{""wallet"":""8LXz4Vh8nmwXvhWsdVyo6SEej9akLGT2eGdLxneREHDG""}"
2026-04-20T23:34:04.001Z,invite_page_viewed,bot-10,true,true,
2026-04-20T23:34:04.001Z,invite_cta_clicked,bot-10,true,true,
2026-04-20T23:34:05.237Z,grant_claimed,bot-11,true,true,"{""wallet"":""CWLBpr4AiSk1raNdmvJ2XQRJXVaYggjfp9MBVv5aZUFr""}"
2026-04-20T23:34:05.237Z,invite_page_viewed,bot-11,true,true,
2026-04-20T23:34:05.237Z,invite_cta_clicked,bot-11,true,true,
2026-04-20T23:34:06.226Z,grant_claimed,bot-12,true,true,"{""wallet"":""Btin49dMXdDfwReXWbJpvt2zGTkSrGVLPQVoLqg3i77J""}"
2026-04-20T23:34:06.226Z,invite_page_viewed,bot-12,true,true,
2026-04-20T23:34:06.226Z,about_demo_clicked,bot-12,true,true,
2026-04-20T23:34:06.226Z,terms_expanded,bot-12,true,true,
2026-04-20T23:34:07.298Z,grant_claimed,bot-13,true,true,"{""wallet"":""H67qMqvZF6NGPMjdaiFELUmgEmBzFRTM2soLEieRFXvW""}"
2026-04-20T23:34:07.298Z,invite_page_viewed,bot-13,true,true,
2026-04-20T23:34:07.298Z,invite_cta_clicked,bot-13,true,true,
2026-04-20T23:34:08.620Z,grant_claimed,bot-14,true,true,"{""wallet"":""6FuS8DgUbYp6nP6td7wnhFVtUUf61GN5QoQ2CSvTLypN""}"
2026-04-20T23:34:08.620Z,invite_page_viewed,bot-14,true,true,
2026-04-20T23:34:09.783Z,grant_claimed,bot-15,true,true,"{""wallet"":""4153o5X1TgSQ52VVbX9eDiZE8RaK7Lc9xZ1vsMB4qdwE""}"
2026-04-20T23:34:09.783Z,invite_page_viewed,bot-15,true,true,
2026-04-20T23:34:09.783Z,invite_cta_clicked,bot-15,true,true,
2026-04-20T23:34:11.028Z,first_player_opened,bot-01,true,true,"{""player_id"":""Player_AD""}"
2026-04-20T23:34:11.592Z,first_player_opened,bot-02,true,true,"{""player_id"":""Player_JE""}"
2026-04-20T23:34:11.705Z,first_player_opened,bot-03,true,true,"{""player_id"":""Player_JE""}"
2026-04-20T23:34:11.706Z,first_player_opened,bot-04,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:11.818Z,first_player_opened,bot-05,true,true,"{""player_id"":""Player_NJ""}"
2026-04-20T23:34:11.923Z,first_player_opened,bot-06,true,true,"{""player_id"":""Player_DB""}"
2026-04-20T23:34:12.082Z,first_player_opened,bot-07,true,true,"{""player_id"":""Player_KD""}"
2026-04-20T23:34:12.353Z,first_player_opened,bot-08,true,true,"{""player_id"":""Player_DB""}"
2026-04-20T23:34:12.353Z,first_player_opened,bot-09,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:12.353Z,first_player_opened,bot-10,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:34:12.475Z,first_player_opened,bot-11,true,true,"{""player_id"":""Player_SGA""}"
2026-04-20T23:34:12.563Z,first_player_opened,bot-12,true,true,"{""player_id"":""Player_NJ""}"
2026-04-20T23:34:12.563Z,first_player_opened,bot-13,true,true,"{""player_id"":""Player_KD""}"
2026-04-20T23:34:12.563Z,first_player_opened,bot-14,true,true,"{""player_id"":""Player_SC""}"
2026-04-20T23:34:12.660Z,first_player_opened,bot-15,true,true,"{""player_id"":""Player_KD""}"
2026-04-20T23:34:15.337Z,first_buy_attempted,bot-01,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:17.101Z,first_buy_succeeded,bot-01,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:17.101Z,first_buy_attempted,bot-02,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:34:17.812Z,first_buy_succeeded,bot-02,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:34:17.812Z,first_buy_attempted,bot-03,true,true,"{""player_id"":""Player_JE""}"
2026-04-20T23:34:18.526Z,first_buy_succeeded,bot-03,true,true,"{""player_id"":""Player_JE""}"
2026-04-20T23:34:18.526Z,first_buy_attempted,bot-04,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:19.229Z,first_buy_succeeded,bot-04,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:19.230Z,first_buy_attempted,bot-10,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:34:20.056Z,first_buy_succeeded,bot-10,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:34:20.056Z,first_buy_attempted,bot-11,true,true,"{""player_id"":""Player_SGA""}"
2026-04-20T23:34:20.851Z,first_buy_succeeded,bot-11,true,true,"{""player_id"":""Player_SGA""}"
2026-04-20T23:34:37.693Z,first_buy_attempted,bot-09,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:38.599Z,first_buy_succeeded,bot-09,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:34:54.924Z,first_sell_succeeded,bot-03,true,true,"{""player_id"":""Player_JE""}"
2026-04-20T23:35:01.935Z,first_sell_succeeded,bot-02,true,true,"{""player_id"":""Player_JT""}"
2026-04-20T23:35:03.513Z,first_sell_succeeded,bot-04,true,true,"{""player_id"":""Player_LBJ""}"
2026-04-20T23:35:10.448Z,first_sell_succeeded,bot-01,true,true,"{""player_id"":""Player_LBJ""}"
